,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,Comments,Tags
0,Foreign Languages,464,Johns Hopkins University,Fadel,I,Abdallah,1870755,0,zero,TEACHER,PROFESSOR,N/A,[],[]
1,Philosophy,464,Johns Hopkins University,Peter,,Achinstein,842746,7,good,TEACHER,PROFESSOR,4.0,"['Peter Achinstein is one of the best philosophy professors that Johns Hopkins has to offer.', ""Don't take intro to logic. I went to this guy and both of the tas when I was failing the course and they offered no help. Makes you buy his own book which doesnt have an answer key for non homework problems like any normal math book. This makes it so you can't do add. practice outside of the ridiculous hw grades you on for 25% of your cumulative."", 'He fails you if you miss one homework assignment. There is no curve and the homework assignments (worth 25% of your final grade) are difficult. The tests are straightforward but he likes to make the final hard. Not very many As...', 'Intro to formal logic. Great teacher, quite funny at times, but it irks me so much when he misses a spot while erasing the blackboard (which is ALL THE TIME). Make sure you have a good TA because the HW problems can be HARD. He likes to challenge you with HW problems harder than any example done in class. Tests are doable. Little to no reading.', ""Awesome teacher. I've never seen a prof encourage so much discussion while always keeping it on topic. Encourages serious thinking and really challenges his students. Best of all - he's really there for the students... caring and always willing to give his insight."", 'Definately only means for Philosophy Majors.  Do not take without at least a BA in philosophy.', 'Awesome teacher, just make sure you do the homework,; if you miss just one, he fails you.']","['Amazing lectures', 'Inspirational', 'Caring', 'Inspirational', 'Amazing lectures', 'Caring']"
2,Engineering,464,Johns Hopkins University,Andrew,Lee,Adams,2656256,0,zero,TEACHER,PROFESSOR,N/A,[],[]
3,Physics,464,Johns Hopkins University,Philip J,,Adelmann,1724378,0,zero,TEACHER,PROFESSOR,N/A,[],[]
4,Biomedical,464,Johns Hopkins University,Reid,,Adler,2109481,1,good,TEACHER,PROFESSOR,4.0,"['Adler expects a lot, but he makes it a priority to get to know all of his students so he is more understanding. Make sure to read his instructions. He grades fairly. I would take another class taught by him.']","['Would take again', 'Gives good feedback', 'Respected']"
5,Sociology,464,Johns Hopkins University,Rina,,Agarwala,1499494,6,good,TEACHER,PROFESSOR,5.0,"[""Prof. Agarwala is truly amazing! She dedicates a lot of time and effort to help her students succeed both academically and personally. You should be prepared to read a lot and engage deeply with the materials. Also expect to think about things in new ways, which might be challenging + take getting used to but that's a part of intellectual growth!"", ""Prof. Agarwala is truly amazing! She dedicates a lot of time and effort to help her students succeed both academically and personally. You should be prepared to read a lot and engage deeply with the materials. Also expect to think about things in new ways, which might be challenging + take getting used to but that's a part of intellectual growth!"", ""Professor Agarwala's class is mostly discussion-based, some led by her and some by students. The material is challenging but she's super smart and a fantastic teacher and I learned a lot, even though it was a lot of work. Would and will take a class with her again!"", ""Best teacher I've had at Hopkins. Worth taking a class to have her as a teacher."", 'Took Issues in International Studies.  Great class.', ""Excellent teacher, great lecturer. Make sure to go to class since she does not post slides online. Also, her biggest pet peeve is people not doing the readings so make sure to do them even though there's a lot. Her classes are really well organized and interesting."", 'Great teacher, very organized class and very helpful through email and office hours. Top on my list for sociology professors.']","['Participation matters', 'Amazing lectures', 'Get ready to read', 'Group projects', 'Gives good feedback', 'Participation matters', 'Amazing lectures', 'Caring', 'Get ready to read', 'Group projects', 'Amazing lectures', 'Gives good feedback', 'Respected', 'Participation matters']"
6,Mathematics,464,Johns Hopkins University,Muhammed,,Alan,1464017,7,poor,TEACHER,PROFESSOR,1.3,"['Worst teacher ever. Boring. Not understandable. Moody.', 'Impossible to understand. If you have to take calc, take it during covered grades because it is impossible to learn anything from him, let alone get a good grade. SWITCH TO ANOTHER PROF', ""worst professor ever. killed my morale and my GPA. do NOT take any class with alan, i've had to learn everything by myself. also his exams are multiple choice, which is really dumb for a math class"", 'Hard to understand (its the Turkish accent) and not welcoming. Has a strange sense of humor probably due to language barrier.', 'cant understand anything he says. moves way too fast. does not walk thru new material. im dying', ""Can't understand a word this guy says. My TA would be a far better prof."", '']",[]
7,Engineering,464,Johns Hopkins University,Hedy,,Alavi,1737234,6,good,TEACHER,PROFESSOR,4.3,"[""Most important class I took as this class built a foundation for the other engineering classes I took. Hedy is a great professor and really cares that you learn. He's easy to approach and gives really great lectures--but you must do your part."", 'Hedy is knowledgeable, attentive professor toward his students, and a good and caring mentor.  You definitely have to put you effort in class to succeed.  He us a fair grader, yet, expect earnest effort.  He will let you know if your performance is subpar.  Good professor!', ""Hedy is my favorite professor here at Hopkins. He's extremely caring, and on top of that, an amazing professor. EnvE is a lot of tough work, and he always makes sure that his students understand the material."", 'Although EnvE is a lot of work, Hedy is a great professor for the course. He\'s so funny, easygoing, and really cares about his students. He always greets his students when they come in (""Hello,  I missed you!"" or ""How are you doing?""). He makes sure his students are paying attention and truly cares that they are getting a good education. ', 'Dr. Alavi is very knowledgeable and helpful. Though, to have a good grade, you need to do your part.', 'Hedy is wonderful with Intro to Environmental Engineering. Definitely more work than I anticipated but he definitely just wants you to be interested and learn the overall concepts not the equations and numbers. Great class when you stay awake...']","['Gives good feedback', 'Get ready to read', 'Participation matters', 'Clear grading criteria', 'Lots of homework', 'Gives good feedback', 'Get ready to read', 'ACCESSIBLE OUTSIDE CLASS', 'Gives good feedback', 'Get ready to read', 'Clear grading criteria']"
8,Academic Programs,464,Johns Hopkins University,Timothy,,Alcorn,2146060,1,good,TEACHER,PROFESSOR,4.5,['Tim is very knowledgeable and flexible as far as meeting times go. This was especially important since most AAP students are located in different time zones.'],"['Participation matters', 'Group projects', 'Clear grading criteria']"
9,Engineering,464,Johns Hopkins University,Charles,,Alexander,1251835,2,average,TEACHER,PROFESSOR,3.2,"['learned very little from the professor had to teach my self from the book in order to pass', 'a good professor']",['Get ready to read']
