,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,Comments,Tags
0,Anthropology,399,Harvard University,Claus,,Acastelani,1127241,2,good,TEACHER,PROFESSOR,4.8,"[""VERY HELPFUL AND WHATEVER HE SAYS THAT'S WHAT HE MEANT NO IF AND OR BUTS. JUST READ AND STUDY YOU WILL DO FINE ! COME ON GUYS THIS IS HARVARD NOT JUST SOME COLLEGE ....."", '']",[]
1,Philosophy,399,Harvard University,Diana,,Acosta Navas,2239246,0,zero,TEACHER,PROFESSOR,N/A,[],[]
2,Economics,399,Harvard University,Philippe,,Aghion,1532353,4,good,TEACHER,PROFESSOR,5.0,"['Very solid class from a master of the subject.', 'His class was very unique. I really enjoyed being in the class. If you want high grade marks in the class then you must keep up with the reading and make sure you attend every class. If you show interest in the class and participate then you should be okay. He is such a nice person and is a genus.', 'Intelligent, helpful, accessible and funny French professor - take his class and he will make you laugh and teach you economics as well.', ""I had him for ''Media, Democracy and Economics'' this past fall and I have to say I have never had such an amazing professor. Putting aside his genius, he is an inspiring teacher. No negative comments here!""]","['Amazing lectures', 'Would take again', 'Respected']"
3,Biology,399,Harvard University,Judith,,Agudo,2462234,0,zero,TEACHER,PROFESSOR,N/A,[],[]
4,Languages,399,Harvard University,Irit,,Aharony,1883072,1,good,TEACHER,PROFESSOR,5.0,['Amazing professor. I would have never learned the language without her '],"['Inspirational', 'Caring', 'Respected']"
5,Religion,399,Harvard University,Shahab,,Ahmed,2043537,0,zero,TEACHER,PROFESSOR,N/A,[],[]
6,South Asian Studies,399,Harvard University,Shahab,,Ahmed,2043539,0,zero,TEACHER,PROFESSOR,N/A,[],[]
7,Theater,399,Harvard University,Remo,,Airaldi,1406187,43,good,TEACHER,PROFESSOR,5.0,"['good', ""Professor Remo's class is amazing. Although it was online, it was so active it was as if it was in person. The assignments were engaging and participatory. I learned a lot about not just acting but presentations in general and self discovery. I am a business major but this class helped me a lot. I left this class with more confidence."", 'Very good', 'GREAT!', 'good', 'great teacher, the class was so interesting !! great experience !', ""i love the prof so much , he 's great !!!!!!!!!"", ""Remo is the best professor I have EVER had in any subject. He is incredibly passionate about his students and the art of acting. This course requires complete participation -- read the text (it's great!) And do all of the work and I promise you will grow and have a stronger understanding of the material. I honestly can't recommend him enough."", 'I took a public speaking with professor Remo, and it was incredibly inspiring and I benefited a lot from the class. Remo always tries to help you and he is always on your side to help make it through any difficulty, but you have to do the reading assignment, because if you dont you will have a lot of difficulties in studying for the final.', ""A brilliant teacher who inspires every single student he works with. It is amazing to me the amount of time, care and attention he gives to everyone in his class. Shakespeare is not easy but Remo's love for the material and his expert, sensitive coaching make these plays accessible in a way I would've never thought possible when the semester began."", 'Loved every class', 'I was looking for a class to fill a humanities requirement, and one that would take me out of my comfort zone so I chose drama. After 3 weeks straight of a rocky start due to multiple snow storms class finally began. Remo is truly a gifted and amazing human and professor! He can break anyone out of their shell, gently! Wonderful experience!', 'I mean i""m not gonna lie or nothing class was hard. I feel like this dudes a solid choice but their was a lot a work and reading it was hard', 'No words! Remo is the greatest teacher/mentor I have ever had.', 'Loved Remo. He is so kind, funny, inspirational, and down to earth. He will give you so much individual attention and help you grow significantly. An amazing professor and person.', ""The most inspirational professor I have ever taken a class with.  For many, this class becomes life changing; classmates who struggled to speak in public at the start were transformed by 'Remo' - as he insists on being called -into highly confident speakers.  I was humbled by his devotion to the class.  He is strict on attendance  & participation."", ""I  took Remo's Public Speaking class and have never had a better educational experience. He is completely dedicated to making all his students excel and the amount of time and energy he devoted to each and every one of us was astounding. He also happens to be hilarious and as kind a person as you're likely to meet. Great teacher."", 'Remo Airaldi - Simply the Best in the business.', ""Amazing class. I'd highly recommend this course  to anyone contemplating the pursuit of any dramatical studies. Professor Airaldi is not only knowledgable  and experience, but he draws the best out of every student.  p.s. Good luck with getting into this course as it's extremely competitive.  "", ""Remo's Shakespeare class was spectacular. He is a fantastic teacher."", 'Remo is an incredibly warm, welcoming individual, who has a talent for bringing out the best performances in actors. He is a joy to work with and learn from. Unbelievably inspiring and generous. Superlatives are truly not sufficient.']","['Inspirational', 'Participation matters', 'Hilarious', 'Gives good feedback', 'Caring', 'Gives good feedback', 'Participation matters', 'Inspirational', 'Gives good feedback', 'Respected', 'Lots of homework', 'Participation matters', 'Inspirational', 'Amazing lectures', 'Get ready to read', 'Gives good feedback', 'Participation matters', 'Inspirational', 'Get ready to read', 'Inspirational', 'Hilarious', 'Inspirational', 'Hilarious', 'Caring', 'Participation matters', 'BEWARE OF POP QUIZZES', 'Hilarious', 'Respected', 'Inspirational', 'Hilarious', 'Tough Grader', 'LOTS OF HOMEWORK', 'GRADED BY FEW THINGS', 'Inspirational', 'ACCESSIBLE OUTSIDE CLASS', 'Caring', 'Participation matters', 'Inspirational', 'Caring']"
8,Statistics,399,Harvard University,Edoardo,,Airoldi,1437553,3,good,TEACHER,PROFESSOR,4.2,"['Sort of follows the book, but lots of examples and practice problem sets help.', 'Edo is a very nice guy, although not an impressive lecturer. His handwriting is barely recognizable, and made lots of mistake in class and confused us even more. Having said these, he seems to be trying to help and is enthusiastic about the subject.', '']","['Tough grader', 'EXTRA CREDIT', 'Tests are tough']"
9,History,399,Harvard University,Emmanuel,,Akyeampong,346419,10,good,TEACHER,PROFESSOR,3.8,"['Most intellectually sound educator I have ever had the privilege of taking!!! quite possibly one of the greatest teachers at Harvard...he certainly knows how to provide one with an education in a productive manner without being a complete STIFF!!', 'great', 'Hmmmnever knew a better teacher... :)', 'No Comments', 'If I have to keep my comments clean, then I have nothing to say...', 'No Comments', 'No Comments', 'No Comments', 'excellent', 'A very, very good lecturer.']",[]
