,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,Comments,Tags
0,Health Science,4171,University of Texas at Tyler,Ahmed,,Abdelal,2653027,4,good,TEACHER,PROFESSOR,4.5,"[""He clearly loves what he does, and his passion makes lectures enjoyable. There were some difficulties in communicating proper expectations for the class and some issues with organization and deadlines. But the COMD program is new and with COVID and snow, it is understandable. You'll need to take his classes seriously if you want to pass or succeed."", ""He clearly loves what he does, and his passion makes lectures enjoyable. There were some difficulties in communicating proper expectations for the class and some issues with organization and deadlines. But the COMD program is new and with COVID and snow, it is understandable. You'll need to take his classes seriously if you want to pass or succeed."", ""A little strict, but overall a great prof. I wish I could have taken his class in person as he did have a little trouble with Canvas/Zoom but hey, so does everybody else. If you do the work and take excellent notes you'll have no trouble getting an A."", ""Dr. Adbelal is tough but I love him! This was my second class with him and I learn so much every time I have him. He really makes you work hard but it's definitely beneficial. Recommend him 100%"", 'Dr. Abdelal is one of the best professors Ive had in this program. He is HARD. You have to work for every single point you get in his class, but if you put in the effort you will succeed. I spent many hours studying, and went to tutoring 2 times a week as well. He looks at every student equally, and is more than happy to help where he can.']","['Accessible outside class', ""Skip class? You won't pass."", 'Get ready to read', 'Participation matters', 'Clear grading criteria', 'Accessible outside class', 'Get ready to read', ""Skip class? You won't pass."", 'Accessible outside class', 'Gives good feedback', 'Clear grading criteria', 'Lecture heavy', 'Accessible outside class', 'Participation matters', ""Skip class? You won't pass.""]"
1,Engineering,4171,University of Texas at Tyler,Gilbert,,Abel,2634229,2,poor,TEACHER,PROFESSOR,1.0,"[""He's the worst professor ever. He just talks for the whole class but doesn't teach the material at all. The guy is teaching a class over CAD but doesn't know how to use it. It would be easier for students to just buy a book and figure it out on their own. I hope I never have him again. He shouldn't even be a professor."", 'Professor Abel just rambles and never really teaches the class. I found myself learning almost everything on my own rather than through the actual class. He is very knowledgeable on the subjects he teaches but that does not carry over to the students because he struggles to convey anything of substance.']","['Group projects', 'Lecture heavy', 'Group projects', 'Group projects', 'Lecture heavy']"
2,Psychology,4171,University of Texas at Tyler,Spencer,,Acadia,1911098,2,good,TEACHER,PROFESSOR,4.2,"[""I've take him for several classes, and every single one he has been awesome! He does have quit a few writing assignments, but it isn't anything you can't handle. He makes sure he covers everything he is going to test on, and if you do his study guides you are sure to make an A. No tricks or making you study for things for no reason. Great Professor"", ""I hear he assigns more papers in other classes, but he only gave us two writing assignments all semester and only one was a real paper. I would definitely recommend him for Personality Theories! He's funny and understanding. His tests are SUPER easy, but he gives a great study guide for you to do. Read and do the study guides and you'll be fine!""]","['Would take again', 'Hilarious', 'Caring', 'Respected']"
3,English,4171,University of Texas at Tyler,Dana,,Adams,110710,47,good,TEACHER,PROFESSOR,4.4,"['Dr. Adams was my first english prof and still one of my favorites! He is not conventional, but neither is he boring like most profs. His classes are not hard, but you do learn and he helps when he can. Very entertaining and loves conversing with his students and hearing their opinions and ideas!', ""Very unorganized and sloppy he lost 2 of my papers and his handwriting is unreadable. Doesn't use black board."", 'Very understanding and helpful', 'Awesome professor, recommended,', 'Extremely easy, but you learn a lot. Class is boring though.', ""Took him for creative writing, advanced writing, modern grammar, and something else I can't remember right now.  Decent guy.  Never buy books, always come to class with something else to do, you won't be paying attention."", ""Boring.  But he's a good professor, and really interesting if you can avoid falling asleep in his class."", ""Dr. Adams is an amazing teacher. He welcomes differing opinions, and strives to keep essay subjects both current and interesting. Allows students to make up their own minds about what they wish to write about, and as long as you put forth effort, you're assured an A. Learned a ton, and still had fun. Wish all professors were like him."", ""Great professor - easy A if you follow his formula exactly.  I'm taking him for a grammar class next semester."", '""Good evening, scholars"": Dr. Adams begins every class with these words, and it only gets better from there. While many students take him for his ""easy"" reputation, you\'ll really appreciate his enthusiasm and reading selections. His American Lit course was writing-heavy: five genre papers, but no tests/exams. Highly recommended.', 'soooo easy! i only went to turn in papers or take the few tests/quizzes. take him for a veryy easy a!!', ""great teacher. i've had him at least once a year since i started college. would highly recommend him."", 'Great teacher! He has a different tie for everyday of the semester! The only thing is he is not very clear on what the essay topic is about & you do get a lot of handouts! But I def recommend Dr.Adams!!!', 'love this man! he is so helpful and you can really tell that he cares about his students and he loves teaching.', 'very easy class.  lots of hand-outs.  class definately worth taking.', ""great guy! didn't give very much direction on papers though and way too many handouts. but definitley worth taking."", 'What an awesome professor - Beatles enthusiast, poetry evaluator, and general cool person.  I really miss his class since I graduated.  He knows all sorts of neat stories and calls his students ""grammarians.""  How much better can it get?', 'No Comments', 'No Comments', 'LOVE this guy!Very helpful and as long as u do ur corrections (EXACTLY like he said to do them) you will ace it.such a sweet sweet man too.will take him for every english class i need credit for as long as he is still teachin.be NICE to him or ELSE cuz we LOVE DR.A!']",[]
4,Philosophy,4171,University of Texas at Tyler,Jack,Lynn,Adams,2000172,3,good,TEACHER,PROFESSOR,4.3,"[""Professor Adams is one of the best professors I've ever had.  His credentials are impressive and unique, which makes his classes so much more interesting.  I learned so much from him and I would love to take more classes with him.  As long as you do the reading and pay attention to lectures, you're set up to make a good grade. Genuinely amazing."", ""I started off not enjoying this class, as he comes off as a bit pretentious, but by the end of the course I had developed a lot of respect for him. He's a very critical thinker, but one that's very open to discussion. The workload isn't blow-off level easy, but if you put in at least a little effort you'll do fine. I ended up really enjoying it."", 'Professor Jack Adams is a great teacher! I was in Intro to Ethics and I am so glad I moved to his class from a previous professor. He is very clear cut. He knows everything there is to know about anything. I would HIGHLY suggest taking his class if you have to or want to. Attendance is mandatory.']","['Amazing lectures', 'Participation matters', 'Would take again', 'Inspirational', 'Respected', 'Respected', 'Inspirational', 'Amazing lectures']"
5,Mathematics,4171,University of Texas at Tyler,Samantha,,Aguilera,2571344,2,average,TEACHER,PROFESSOR,3.0,"[""Dr. Auguilera Estrada was great! She does a lecture video for every module and walks you through each problem. She also has us use a software for the projects but posts videos on how to do each one which helped me immensely because I'm not that great with technology. She is an easy grader and replies back quickly."", ""For one- Professor Aguilera's English isn't all that great. I have no problem with that except when I misinterpret her wording on a test question (she wasn't clear), and she blamed it on me. This class became asynchronous (COVID), so we had to watch lectures. Also we all had to have partners we worked with on assignments all semester :/"", ""Dr. Auguilera Estrada was great! She does a lecture video for every module and walks you through each problem. She also has us use a software for the projects but posts videos on how to do each one which helped me immensely because I'm not that great with technology. She is an easy grader and replies back quickly.""]","['Group projects', 'Tough grader', 'Gives good feedback', 'Lots of homework', 'Lots of homework', 'Group projects', 'Tough grader', 'Gives good feedback', 'Group projects']"
6,Engineering,4171,University of Texas at Tyler,Aws,,Al-Shalash,2532558,3,poor,TEACHER,PROFESSOR,1.0,"['Al-Shalash berates students and continuously questions them as to how they have made it this far in Mechanical Engineering.... he is everything you do not want in a professor. He discourages instead of encourages and seemingly wants be sure the student does not get a better grade than he did when he took the course.', 'Honestly he is the most incompetent advisor for senior design. No personality, just follows the direction from his mentor Dr Barakat. He should stay with giving lectures, very unorganized and rude.', 'If there is another optional professor, take that option instead. He wants you to quit engineering instead of pursue it.']","['Beware of pop quizzes', 'Tough grader', ""Skip class? You won't pass."", 'Group projects', 'Lecture heavy', 'Group projects', 'Beware of pop quizzes', 'Lecture heavy', 'Beware of pop quizzes', 'Tough grader', ""Skip class? You won't pass."", 'Beware of pop quizzes', 'Tough grader']"
7,Engineering,4171,University of Texas at Tyler,Ola,,Al-Shalash,2688299,6,poor,TEACHER,PROFESSOR,1.7,"[""This was my first time taking this professor. The material itself is very difficult, but she did a good job explaining the materials and spent extra time after class for any questions. She also helped me during office hours. I see many negative feedbacks by those who struggled because they didn't study lol. Do the work and participat to pass."", ""This was my first time taking this professor. The material itself is very difficult, but she did a good job explaining the materials and spent extra time after class for any questions. She also helped me during office hours. I see many negative feedbacks by those who struggled because they didn't study lol. Do the work and participat to pass."", 'AVOID! taught myself the entire semester professor is very rude and not patient at all. No extra credit to even help loosen the stress and pressure she puts on the class. Hope whoever takes this professor next is a good self learner.', 'you basically teach yourself. gets mad when you ask questions and makes you feel small. its hard to get feedback literally took all semester and by then it was too late. AVOID.', 'SAVE YOUR MONEY take someone else if anything is available. does not communicate well. always says shes busy and does not offer extra credit for NOTHING. this lady is not understanding at all about situations and will fus and accuse everyone of cheating 24/7.', ""Grades were not posted or updated until the day after last day to drop. Homework was said to be uploaded, but wasn't until days later with no notification. Always defensive and condescending when getting legitimate concerns. Its just not worth it."", ""Worst instructor I have ever had. Unreal how much she does not care about her students. Did not grade ANYTHING until after the final drop date. She has no business teaching as she clearly doesn't know how to do it and doesn't care enough to even pretend. Rude, and disrespectful, don't waste your time. Avoid at all cost.""]","['Tough grader', ""Skip class? You won't pass."", 'Lecture heavy', 'Lots of homework', 'Test heavy', 'Respected', 'Participation matters', ""Skip class? You won't pass."", 'Lots of homework', 'Lecture heavy', 'Tough grader', ""Skip class? You won't pass."", 'Test heavy', 'Tough grader', 'Lots of homework', 'Lecture heavy', 'Tough grader', ""Skip class? You won't pass."", 'Test heavy', 'Lecture heavy']"
8,Management,4171,University of Texas at Tyler,Marwan,Ahmad,Al-Shammari,2553924,9,good,TEACHER,PROFESSOR,4.7,"[""Dr. Al-Shammari is one of the most respectful and caring professors I've ever had. Lots of writing and discussions but doable if you manage your time well. Constantly checks in via announcements or messages to see how students are doing. He genuinely treats you like an adult and wants to see you succeed in his class. Would love to have him again!"", ""Dr. Al-Shammari is one of the most respectful and caring professors I've ever had. Lots of writing and discussions but doable if you manage your time well. Constantly checks in via announcements or messages to see how students are doing. He genuinely treats you like an adult and wants to see you succeed in his class. Would love to have him again!"", ""Dr, Shammari is truly a needle in the haystack. You won't regret taking him. He truly cares about his students and genuinely wants them to succeed. I have never encountered such a caring, compassionate, and on hands instructor in my 4 year at UTT. He always checked in with us, and made us felt supported. You won't regret taking his class!!"", ""It's rare that college students get a caring teacher. I was lucky enough to have Shammari as a teacher during a tough pandemic. He is compassionate and genuinely wants to see his students succeed. There's a considerable amount of work in his course, but it is all open at the beginning of the course and you can get as much work done as you'd like."", 'Easily one of the most understanding and compassionate professors I have had in my college career.', ""in every student's path, there are a few professors that care. the are a few professors that stay relevant. Professors that inspire you in such a way that makes you hate why you are only introduced to them during your senior year. Professors like him are hidden gems. I wish I had more room to type because I could write a whole paper on him."", ""I have loved being in his class. He respects his students, genuinely cares for them, and responds promptly. His course requires a good bit of homework, but he makes all of his assignments accessible at the beginning of the semester so you can submit ahead if you'd like. He uses ProctorU Auto, so you'll need to be prepared for that."", ""Profess Marwan is such a good teacher, gives you all the support you need to pass the class, prompt response to email and will provide details and answers to all questions that student ask of him, so caring and checks on the class to make sure no one is left behind. I'll recommend all students to take him for Mana 5395 and any other class he has"", ""I don't take time to rate many professors. But Dr Marwan is a real gem. Literally the best teacher I've ever had. He believes students and teachers are equal and it shows. He is the most approachable man, and you can go to him for anything. A tremendous teacher but an even better man. 1 of the few teachers I hope to keep in contact with after grad."", 'Lots of long papers to write. annoying proctorU']","['Caring', 'Gives good feedback', 'Clear grading criteria', 'Inspirational', 'Lots of homework', 'Accessible outside class', 'Clear grading criteria', 'Caring', 'Respected', 'Inspirational', 'Caring', 'Lots of homework', 'Clear grading criteria', 'Caring', 'Gives good feedback', 'Accessible outside class', 'Caring', 'Get ready to read', 'Participation matters', 'Inspirational', 'Lots of homework', 'Caring', 'Gives good feedback', 'Accessible outside class', 'Caring', 'Gives good feedback', 'Respected', 'Inspirational', 'Lots of homework', 'Clear grading criteria', 'Gives good feedback']"
9,Computer Science,4171,University of Texas at Tyler,David,,Alger,2652957,2,good,TEACHER,PROFESSOR,5.0,"['2 Tests &1 Final.4 individual Programming Assignments. Hybrid class. Attendance10% ! Alger is an amazing teacher. Most of your assignments are done in class along with him showing and explaing. Programs are done by you on your own time but be sure turn in everything early so he can tell you exactly what to correct to get A, like me!', '2 Tests &1 Final.4 individual Programming Assignments. Hybrid class. Attendance10% ! Alger is an amazing teacher. Most of your assignments are done in class along with him showing and explaing. Programs are done by you on your own time but be sure turn in everything early so he can tell you exactly what to correct to get A, like me!', ""A phenomenal professor, I wish I could have him for all of my comp sci classes. He does grade attendance, but you won't want to miss a class anyway because the lectures and in-class labs will get away from you quickly. He will give you as many chances to pass his class as he possible can, just make sure you pay attention and do the work!""]","[""Skip class? You won't pass."", 'Gives good feedback', 'EXTRA CREDIT', 'Hilarious', 'Gives good feedback', ""Skip class? You won't pass."", 'EXTRA CREDIT', 'Gives good feedback', ""Skip class? You won't pass."", 'Hilarious']"
