,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,Comments,Tags
0,Arabic,169,California University of Pennsylvania,Razak,,Abadella  ,2022066,5,good,TEACHER,PROFESSOR,4.7,"['Dr. Surrey is a really good guy. Reasonable grader, responsive, and very pleasant.', 'Dr. Surrey is a really good guy. Reasonable grader, responsive, and very pleasant.', 'Great Professor!!! Responds to emails to quickly and the assignments are very easy discussion midterms finals and even extra credits.', ""Dr. Abadella is very friendly, responds to emails quickly, grades assignments in a fair amount of time, and cares about his students. Most of his online classes are extremely easy (grade wise). Read your weekly homework, make a discussion post/comments, and that's it. Midterms/Finals are a breeze. Accepts with late work (once), offers extra credit."", 'Very helpful and accommodating. I would definitely recommend taking all his classes', 'I am an Arabic major and have had two classes with him. I am going into intermediate in the fall and I have to say he is a great professor! Very kind and helpful. He responds to emails right away and grades fast! His policy is that practice is better than testing.   If you want to major in Arabic, I highly recommend him!  ']","['Accessible outside class', 'Participation matters', 'EXTRA CREDIT', 'Clear grading criteria', 'Gives good feedback', 'Accessible outside class', 'Gives good feedback', 'Respected', 'Inspirational', 'Participation matters', 'ACCESSIBLE OUTSIDE CLASS', 'EXTRA CREDIT', 'ACCESSIBLE OUTSIDE CLASS', 'Clear grading criteria', 'Caring']"
1,Biology,169,California University of Pennsylvania,Babakhali,,Abdedaim,1313740,1,good,TEACHER,PROFESSOR,3.5,"[""When it comes to reading, the nine months of first grade are arguably the most important in a student's schooling.\n \n It is during first grade that most children define themselves as good or poor readers. Unfortunately, it is also in first grade where common instructional practices are arguably most inconsistent with the research findings.""]",[]
2,Psychology,169,California University of Pennsylvania,Holliday,,Adair,283324,75,good,TEACHER,PROFESSOR,4.3,"['Dr. Adair is a great Professor and really cares about her students. She is there to help and always answer any questions you have! I would definitely recommend taking courses with her!', 'Dr. Adair is a great Professor and really cares about her students. She is there to help and always answer any questions you have! I would definitely recommend taking courses with her!', ""I've had Dr. Adair for multiple psychology classes and she is by far the most experienced. She expects her students to demonstrate and apply knowledge on all of her exams, so they're not easy. But she often offers help when asked and thoroughly explains her expectations. Work hard, attend lectures and you will succeed in any of her classes."", 'Lectures are very in-depth. Her exams are super tough as well as her homework, but shes willing to meet after class or correspond via email to  further explain. She grades pretty fair by curving things if the majority gets the item wrong. Definitely follow along with lectures and read up on your own. Her exams and hw are pretty much grad level.', 'Dr. Adair is an incredible professor, she is so caring and helpful. She is definitely not a walk in the park but she was more than willing to help me by reading my papers outside of class and giving me feedback before they were due. If you show her that you are prepared to work and take it seriously, she will help you.', 'Very rude and not caring by any means! Would never recommend this professor to ANYONE. Stay clear.', ""Dr. Adair is so passionate about what she teaches and she really cares about her students. I've gone to get help from her outside of class multiple times and she's always ready to help. It's so inspiring seeing how much she loves her profession and also, to be honest, really adorable."", 'Best prof at this university! She is so experienced and wants everyone to succeed, not only for them, but for future patients! She loves interaction in class and questions. READ YOUR MATERIALS!! Her exams are tough, but she wants to weed out the slackers. If you are passionate about Psych, show it, and she will reward you for it!!', ""Loved her. She is a smart and experienced clinician and she brings all of that to the table while she is teaching. I'd recommend reading about abnormal psych before the class though (or watch a lot of SVU). I do for leisure and I had an easier time than my classmates. Her grading can be strict, but fair and she is so awesome, sweet and funny"", 'Work hard or fail!', ""I've had several classes with Dr. Adair.  She presents herself as approachable, open minded, and reasonable, but when she could actually demonstrate those qualities she doesn't.  Her teaching is good as long as you don't ask questions or try to talk to her about a project or get caught in an impulsive rule change."", 'Often talks over your head, though will go back and explain. Friendly and approachable. Without dedicating serious time to study and project time outside of class YOU WILL NOT PASS THIS COURSE!', ""I had Dr. Adair for Inferential Stats. She's so helpful, not just in class, but with anything. She knows so much about the class, and everything that goes on in the psych dept. She's tough and expects alot from students, but if you make it through her class, you know you have accomplished alot!"", ""This is probably my favorite professor at Cal. I've had her for 3 classes and have yet to be disappointed. She expects a lot out of her students, but always seems to bring the best out in everyone. I highly recommend her for Inferential Stats and Psychology of Stress Management."", 'She needs to reword things so everyone can understand them not just her. She tries to explain them but actually confuses you alot more', ""Dr. Adair is an excellent professor. Her class is not very easy, which I take to be a positive. Great, I'm actually learning something at Cal."", 'She is a great professor. Not hard and wants everybody to do well and that is absolutely positive.', ""I had Dr. Adair for 3 class, Inferential Stats this semester and she is an amazing person. This class however...is HARD. You need to go to class and listen, and study for the test because with how she words questions, you need to know you're stuff. I think every student needs to take her at least once, she really is a good person to work with."", ""Dr. Adair cares so much for her students, she wants us to succeed. She is tough, but you will learn and actually remember things she teaches.  Also she is there to help you whenever you need it. If you take her, ask her questions if you don't understand. She is so nice and helpful during one on one meetings. I recommend her, but be willing to work!"", ""Dr. Adair is great! She is very easy to understand and pick up what she is saying. For non-psy majors, she is the prof. to take. You'll go in not knowing anything and comeout with a wealth of knowledge. Take her if you can you will learn a lot. Makes class interesting and easy to understand. Great Teacher!"", ""Dr. Adair is hilarious, it is really a joy to be in her class. Although she is a stickler for the way she wants assignments and projects to be done she is a very fair grader. SHOW UP TO CLASS!! Its important, probably one of the moSt helpful professors i've had at Cal U!""]","['Tough grader', 'Respected', 'Participation matters', ""Skip class? You won't pass."", 'Tests are tough', 'Respected', ""Skip class? You won't pass."", 'Tough grader', 'LECTURE HEAVY', 'Respected', 'LOTS OF HOMEWORK', 'Gives good feedback', 'Respected', 'ACCESSIBLE OUTSIDE CLASS', 'Tough Grader', 'Participation matters', 'Tests are tough', 'Tough Grader', 'Inspirational', 'Clear grading criteria']"
3,Management,169,California University of Pennsylvania,Stephanie,,Adam,2167626,8,good,TEACHER,PROFESSOR,3.8,"[""Dr. Adam isn't an understanding person if you have issues going on in your life. She is an overall nice person but thinks everyone is cut from the same mold. I was even in the OSD and she showed no compassion towards any of my issues, whereas all of my other professors did. I ended up with the lowest grade in grad school from this class."", ""Dr. Adam is my favorite professor I've had in the Bus department. She is very knowledgeable and extremely helpful. HRM is a VERY easy class (if you read the ppt slides and study terms!) with an in class 20 pt quiz every Monday (based on ppts), newsletters, and a group project. The final is 100 questions from the 20 pt 11 quizzes. Very entertaining!"", ""Dr. Adam is one of the best professors I've had. She is very nice. If u pay attention in her lectures u will do good. She does make her test tricky sometimes, but give more than enough opportunity to get an A."", 'An easy class if you actually come to class. Dont even think about skipping though, otherwise shell give you zeros on the in-class assignments, which she can be pretty tough with grading. No exams for this class which is good. Hates phones with a passion.', ""Lectures are interesting and fun. If you go to class you're going to have an easy ride. Most of the Power Points are posted online and all of the quizzes are also online. Super nice if you get on her good side, which isn't hard. Show up to class and do your work! Doesn't like phones."", 'This was by far the most work I have ever had to put into an online class. Over 1000 points to be earned and teacher is critical of every piece of work you post. Adams thinks group work is necessary for online classes. Absolute nightmare of a teacher. Avoid this ""professor"" if you want to have a better semester/GPA!!!', 'Adam is a great professor. She makes her lectures interesting and is very clear. There is a lot of in-class assignments and group work, so be sure to go to class or you will get a low grade. There are online quizzes, they are fairly easy. You will need to buy a book for this class.', ""She's a young, new professor who is great. Her intro class is super easy, online quizzes straight from the book. You do have to attend class though because a lot of points are given in class or else you'd fail. She's awesome just be careful she hates when students don't attend or are late or leave early.""]","['Tough grader', ""Skip class? You won't pass."", 'Group projects', 'Clear grading criteria', 'Respected', 'Tough Grader', ""Skip class? You won't pass."", 'GROUP PROJECTS', 'Respected', 'Amazing lectures', 'Caring', 'Gives good feedback', 'Respected', 'Clear grading criteria', 'Tough Grader', ""Skip class? You won't pass."", 'Respected', 'Participation matters', 'GROUP PROJECTS', 'Tough Grader', 'SO MANY PAPERS', 'GROUP PROJECTS', ""Skip class? You won't pass."", 'Inspirational', 'Clear grading criteria', 'Clear grading criteria', 'EXTRA CREDIT', 'LECTURE HEAVY']"
4,English,169,California University of Pennsylvania,Marina,,Agrafiotis,643267,25,average,TEACHER,PROFESSOR,3.4,"['Worst professor Ive ever had. Shes so so kind but so unorganized. A month into the semester weve already had to remind her to do attendance, remind her to give us credit for assignments, etc. She rambles and is very ditzy. You have to tell her multiple times even in one class how to do her job. ALSO, she doesnt use d2l at all whatsoever.', 'Professor Agrafiotis is a very kind woman, but you will absolutely have to work for your grade in her class. Weekly readings and writings are due that require a lot of time to complete. She does sometimes give bonus points for exceptional work and for exemplary attendance. However, hers is my least favorite class.', 'I loved her!! If you follow her syllabus and turn everything in you will get an A! She lets you rewrite your papers.', ""She's a very nice professor, and gives a list of all the homework that should be done on such dates. I find her class easy, but challenging when it comes to the papers. If you have a paper that isn't so great she does allow you to rewrite it to make the grade better."", ""She's fairly easy if you pay attention, do the homeworks, and attend class regularly. Also, she commends great attendance, her flaw is that she is unorganized and you have to be organized in order to keep up with her, I would recommend her though"", 'Her classes are a little boring but if you show a minimum of interest she will give you better grade at the end of the semester. Assignement are pretty easy even though there is a lot to do (grammar exercises). If you try to do your best you will get a good grade.', ""She's a very good teacher if you love English. Really didn't set limits for assignments. Strict when it came to grammar/spelling. Had the tendency to ramble but she was one of the better professors I've had."", 'Marina Agrafiaotis is and always was the hottest English Teacher on the planet!!!  She gets it and is able to make Shakespeare SEXY when others fail. Best experience of my life.', 'A very sweet woman. Class can be a bit dry but she appreciates people who listen (or act like they do). Assignments were unclear at times but she always manages to clear things up or gives you until the next class the turn it in (a blessing). She is a sweet dear lady that loves English. A bit of a tough grader but will help without hesitation.', 'At the beginning of the semester she thinks you need to know what to do, onc eyou get the hang of what she wants out of you her class if fairly easy.. you only have to write three papers and the most pages it is is five i do believe.', ""Her classes are extremely boring, her instructions for assignments are sooooo unclear we all leave confused even after asking questions about it. She's really nice and all but I hate her class."", 'Agrafiotis is a very nice lady, however her instructions on assignments were very unclear. Assigned work would have a set due date then when that date arrived if everyone had not completed it, she would push back the date.  yes this may be nice for some, but it was frustrating and unfair to the students who had the assignment completed.', 'she pretty cool. she gets a little weird at time but other then that i like her class. 3 papers, easy to no homework. I enjoyed her class.', 'Very nice professor. Homework is easy, when there is any. Only makes you write 3 papers total, and if you complete them before hand, she corrects it and lets you redo it for a better grade. Attendance is mandatory, but class isnt really that bad. Class is organizaded around argumments, including your papers.', ""She's a great English professor.  I really learned a lot from her class.  Don't be too intimidated though- it's easy to gain a few bonus here and there when you go above and beyond what you need to do.  Not difficult if you read, pay attention, and actively participate in discussion.  If I could give her a grade, I'd give her a solid B."", ""You can do a lot worse for an English professor.  My only complaints are that she is strict about attendance, and her classes aren't the most exciting.  But who gets excited about writing papers?"", 'Amazing Prof, even for a 9am.  She constantly keeps you up to date on your grade and offers lots of extra points.  Attendance is a must!! Easy to talk to and you only have to write 3 papers!', ""I thought she was a wonderful professor and she would do anything to help any student... She understands if you have to miss a class or 2 but if you're one of those students who always miss class b/c you can care less than why should you get a good grade"", 'not very good', ""She is VERY boring if you have her early in the morning, but she is very nice.  She will help you any way she can...just make sure not to fall asleep or stare off!  She'll call you out! Other than that, she's pretty cool.""]","['Get ready to read', 'Lots of homework', 'Tough grader', 'Participation matters', 'Lots of homework', 'Get ready to read', 'Participation matters', 'Tough Grader', 'Get ready to read', 'LOTS OF HOMEWORK']"
5,Management,169,California University of Pennsylvania,Ahmet,,Akgun,2490519,2,poor,TEACHER,PROFESSOR,1.5,"['Akgun is awful! He assigns a ridiculous amount of homework, rarely ever answers emails, belittles students when they ask a question, NEVER updates grades(you will never know your grade until the end of the semester), a little difficult to understand, gives ZERO feedback, moves quickly through material and expects students to get the first time.', ""He is really hard to understand in class. Does not give a lot of room for error. If you don't understand the material he won't put much effort into helping you. Unless you are fully prepared to take this class... Don't! Take it with another professor.""]","[""Skip class? You won't pass."", 'Tough grader', 'Lots of homework', ""Skip class? You won't pass."", 'Lots of homework', 'Tough grader', ""Skip class? You won't pass.""]"
6,Criminal Justice,169,California University of Pennsylvania,Aref,,Al - Khattar,244863,31,good,TEACHER,PROFESSOR,4.3,"[""So, he is tough but also I think fair. Interesting class, but there is a ton more we could have discussed in criminology. Grading by relatively few assignments makes all of them kinda stressful. Although he tries to come off as zero tolerance etc, he can be reasonable if you reach out. I'd suggest undergraduates take him in person, he is cool."", ""So, he is tough but also I think fair. Interesting class, but there is a ton more we could have discussed in criminology. Grading by relatively few assignments makes all of them kinda stressful. Although he tries to come off as zero tolerance etc, he can be reasonable if you reach out. I'd suggest undergraduates take him in person, he is cool."", 'Cramming the last TWO papers into one ON TOP of studying for the third and final exam was just absolutely too much for the end of the semester. Great guy, very interesting class, but I did well up until the end. Definitely too much work regardless if we are graduating seniors or not. We were restricted on time with other classes and jobs. be real', ""He has zero tolerance in his class. Don't talk, don't use your phone, simple as that. Respect him and he will give you all the respect in the world. Pay attention, you'll learn a lot. Open to any kind of questions."", 'Overall nice guy. Avoid taking all 3 of his classes at once if possible, lots of papers at the end of the semester. Do the practice tests and you should pass the tests easily', ""Overall nice guy who wants his students to do well. Try to avoid taking all 3 of his classes at once or else you will hate your life. Lot's of papers due at the end of the semester. Do the online practice test and you will be fine on test days."", 'I had him online over the summer class was easy and kind of interesting. if you try you will do well in his class.', 'Doc can be hard but if you are having any trouble take the time to go talk to him and you will be glad you did. Doc is a very sincere man who wants his students to learn and do well, my only complaint is too much note taking.', ""Seminar in Justice Studies was seriously the best class I've taken at Cal!! No book required and there were only like 12 of us in the class. It was a comfortable atmosphere and al-khattar was very laid back!! Def. take this your last semester of school!"", 'Took online. Notes and chapters pretty clear. Tests are easy. Assignments are easy.  He is very helpful if you need anything.', 'Took class online. Just read the chapters and powerpoints and the tests are cake. Practice tests that are online help big time. Easy grade', 'All around GOOD guy.  A great professor who cares about his students grades.', 'Beware taking 495 and 496 in the same semester...not bad classes...but together,well...trust me, take them seperate semesters.', 'Good Prof. but catches everything you do!!! NEVER use your cell in class even to look at the time or you get yelled at!! Its ridiculous! Class is easy though, 3 10 page papers to write and 3 tests!', 'make you think in his cllass', 'Took class online. Information was very straightforward. Required a lot of writing, but not too bad. Dr. Al-Khattar always responded quickly to e-mails, and he was very helpful with all questions.', ""His teaching styles aren't the greatest with his monotone speaking, makes you want to fall asleep everytime he lectures but on the bright side his class is very easy as long as you go to class and particpate."", ""Probrably one of the best prof's Cal U has ever seen!!!"", 'Sometimes difficult to understand accent, but very thorough and open to class participation', 'A great professor who takes the time with his students!', ""he was really into the subject, but he is from jordan...  Very nice and understanding if you were willing to put in some time and ask for help, I don't know how he is for his criminal justice stuff though.""]","['Tough grader', 'Get ready to read', 'Participation matters', 'Clear grading criteria', 'Gives good feedback', 'Gives good feedback', 'Graded by few things', 'Tough grader']"
7,Computer Information Systems,169,California University of Pennsylvania,A Ref,,Al-Kamel,2002147,1,poor,TEACHER,PROFESSOR,2.0,"[""Beware!He is hard to understand. He doesn't explain the assignments and changes what you can and can't do in the middle of them. He thinks you know everything about the subject. If you are taking senior project, DO NOT take this course at the same time. His final project is as big as a senior project. I emailed him twice and no response either time""]",[]
8,Physical Therapy,169,California University of Pennsylvania,Tammy,,Albert,1653147,1,good,TEACHER,PROFESSOR,5.0,"['Tammy is amazing! she is a great professor, and so down to earth. You do have to go to class, i only had her class once a week, and she gives 5 point quizzes every class, VERY EASY, easy points. her class is easy, and she is is very helpful, always ask her questions, she loves to talk, take her if you can. she is awesome!!!! :)']",[]
9,Education,169,California University of Pennsylvania,Amy,,Alexander,1710039,0,zero,TEACHER,PROFESSOR,N/A,[],[]
