,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,Comments,Tags
0,Nursing,278,Columbia University,Sally,,Aboelela,2226063,8,average,TEACHER,PROFESSOR,3.4,"[""Disclaimer: non-nursing student so I cannot speak for her graduate nursing courses. For A&P, Dr. Aboelela taught us well. She's overall a very kindhearted person and very understanding. She always helped clarify any concepts we had trouble with and made complex material in physiology actually digestible."", ""Disclaimer: non-nursing student so I cannot speak for her graduate nursing courses. For A&P, Dr. Aboelela taught us well. She's overall a very kindhearted person and very understanding. She always helped clarify any concepts we had trouble with and made complex material in physiology actually digestible."", 'Nice person, horrible professor. Expects us to watch 3+ hours a week of outside lecture videos and to attend 2-3 hour long synchronous classes where she talks about material that is not covered in the lecture videos. Her exams are illegible and she often goes over time or adds in abundant last minute material to study. Unorganized and annoying.', 'This is not the right professor to be teaching any type of patho physiology or pharmacology. Too monotone and extremely vague with her style of questioning / expectations of students. If you have this professor for either course, be prepared to learn on your own. She doesnt even respond to emails (I guess shes too good to help her students).', 'Such a disappointing professor. Seems confused by her own material. Her powerpoints are not organized coherently and riddled with errors. her lectures are tedious and slow.', ""Nice lady. Fun-ish personality. Voice is very slow and can be monotone, doesn't help when learning patho or pharm. In general her lectures are completely disorganized and she focuses a lot on the neuro aspect of EVERYTHING. Tests vaguely reflect what she teaches in class. Nice person for sure, not a good teacher at all."", 'Just a fantastic lecturer and so, so knowledgeable. She has a uniquely calming voice and her enthusiasm for the material is contagious. I listen to her lectures at 1.5 or 1.75x when I playback on ECHO to study, but in class her slow speech is very helpful when learning new topics. Cannot recommend her enough.', ""Sally makes normally complicated subjects easy to follow! Her lecture style is like none other because she lectures straight from memory (with visual aids) rather than by reading of slides (we've all had those professors before). She goes through each topic slowly and makes everything so clear. Everyone who had Sally before loves her."", ""Overall, the class material is difficult. However, she is amazing. She is really engaging and really really helpful. I feel blessed to have her teaching a difficult topic. She really tries to break it down into the most simplistic way possible. For reference, I've had her for pharm and patho 1 & 2.""]","['Clear grading criteria', 'Graded by few things', ""Skip class? You won't pass."", 'Inspirational', 'Respected', 'Clear grading criteria', 'Hilarious', 'Caring', ""Skip class? You won't pass."", 'Graded by few things', 'Test heavy', 'Participation matters', ""Skip class? You won't pass."", 'Graded by few things', 'Graded by few things', 'Respected', 'Inspirational', 'Amazing lectures', 'Inspirational', 'ACCESSIBLE OUTSIDE CLASS', 'Clear grading criteria', 'Respected', 'ACCESSIBLE OUTSIDE CLASS', 'Clear grading criteria']"
1,History,278,Columbia University,Bradley,,Abrams,1014972,0,zero,TEACHER,PROFESSOR,N/A,[],[]
2,Languages,278,Columbia University,Ouijdane,,Absi,2462850,0,zero,TEACHER,PROFESSOR,N/A,[],[]
3,Finance,278,Columbia University,Ali,,Abuzitiin,945742,0,zero,TEACHER,PROFESSOR,N/A,[],[]
4,Spanish,278,Columbia University,Santiago,,Acosta,2109933,0,zero,TEACHER,PROFESSOR,N/A,[],[]
5,English,278,Columbia University,Rachel,,Adams,552702,3,good,TEACHER,PROFESSOR,3.7,"['she is sooooo mean but hott:)', 'Helpful, intelligent, provocative, and devoted to students.', 'So sharp and perceptive, so encouraging and accessible, Prof. Adams was an inspiration. She inspired me to go to grad school.']",[]
6,Law,278,Columbia University,Rachel,E.,Adams,2669214,0,zero,TEACHER,PROFESSOR,N/A,[],[]
7,Engineering,278,Columbia University,Sunil,,Agrawal,2643737,0,zero,TEACHER,PROFESSOR,N/A,[],[]
8,Engineering,278,Columbia University,Shipra,,Agrawal,2663014,0,zero,TEACHER,PROFESSOR,N/A,[],[]
9,Languages,278,Columbia University,May,,Ahmar,1901467,3,good,TEACHER,PROFESSOR,4.7,"['I had two classes with Professor Ahmar, and she continued to help me with reading feedback beyond the classes. I recommend her class.', 'I did not expect to realistically improve that much in such a short time.  If you follow all assignments, and pay attention in class, you will get more than one level of improvement in a very short time.  I recommend this class to anyone serious about their education.', 'If you are serious about the subject, this professor is your best bet. She is an expert and will do her best for you to get the material.']",[]
10,Computer Science,278,Columbia University,Alfred,,Aho,2276867,0,zero,TEACHER,PROFESSOR,N/A,[],[]
11,Anthropology,278,Columbia University,Sonia,,Ahsan,2511317,0,zero,TEACHER,PROFESSOR,N/A,[],[]
12,Social Work,278,Columbia University,Mashura,,Akilova,2329079,2,poor,TEACHER,PROFESSOR,1.5,"['horrible and uncredible professor. poor quality and brings down the reputation of columbia.', ""While she is very kind & knowledgable when it comes to policy, her lectures were incredibly dry, unclear & not informative. She'd have powerpoints with 100 slides, but we'd only get through 10; she's not a great facilitator so class discussions were all over the place & too long. I don't feel I actually learned many concrete concepts & skills.""]","['Get ready to read', 'Group projects', 'Lecture heavy', 'Get ready to read', 'GROUP PROJECTS', 'LECTURE HEAVY']"
13,Management,278,Columbia University,Hassan,,Akmal,2363659,5,good,TEACHER,PROFESSOR,5.0,"['Hassan was an excellent Professor. He was ideal for this class, as he was able to tutor me not just on a theoretical level, but also using his expertise as a Career Mastermind. I highly recommend that Hassan teach other classes. We need Professors that truly care, and are not apathetic (I have found that some are). Thank you Hassan!!', 'Brilliant Professor! One of the last pieces of advice (of many) he gave me before graduating was that your greatest asset is your current job, as you will be using it as a bridge job for the next job and it will help market you (along with references you align); protect it, leverage it, maximize it! He rocks! He should teach more classes!!!!!!!!', 'Of all the professors I have taken at Columbia, he is the most fresh and innovative. What he says MAKES SENSE, and gives analogies that are really invaluable If I wouldn\'t have taken this class, I would have been lost, as my career track isn\'t that straightforward and he made it clear for me. He prepares you for the ""future of meaningful work"".', 'A must take professor at the Sch of Professional Studies. He teaches you about personal branding and positioning in your career, as well as playing well in the sandbox. That your current job is your biggest asset as it makes you more marketable and serves as a bridge job. Loved the course and him. They are lucky to have him!', 'He should be teaching leadership, one of my favorite professors of all time! Take his class! He motivated me to not second guess myself and add true meaning to my career/life vision. He shared a framework on how to align my purpose and I have never gotten that kind of career coaching before. No surprise he has so many thank you cards in his office!']","['Amazing lectures', 'Inspirational', 'Clear grading criteria', 'Respected', 'Accessible outside class', 'Respected', 'ACCESSIBLE OUTSIDE CLASS', 'Clear grading criteria', 'Participation matters', 'Inspirational', 'Amazing lectures', 'Gives good feedback', 'Respected', 'Caring', 'Inspirational', 'Clear grading criteria', 'Amazing lectures', 'Inspirational', 'ACCESSIBLE OUTSIDE CLASS', 'Amazing lectures']"
14,Medicine,278,Columbia University,Qais,,Al-Awqati,516477,0,zero,TEACHER,PROFESSOR,N/A,[],[]
15,Not Specified,278,Columbia University,Mary-Grace,,Albanese,1696418,12,good,TEACHER,PROFESSOR,4.1,"['""Every class is about patriarchy, sexism, racism, etc."" This is exactly why I took Mary Grace\'s class and why she is the best. Easy A but you learn a lot.', ""Professor Albanese is definitely knowledgeable, and she's kind. Her class is quite easy. I rated her poorly because every single class you will be bombarded with talk of her political opinions. Every class is about patriarchy, sexism, racism, etc., instead of focusing on the literature."", ""She's great. Light course load. Student presentations take up most of the class period. This course helped me become better at close reading and analyzing texts."", ""Prof Albanese is one of the best I've had at Bing. She really pushes students to be better thinkers and totally changed the way I analyze texts and write. I don't know what the other reviewer means about her being pretentions, she is pretty much the opposite of that. Only time I remember her cutting students off, they were saying offensive stuff."", ""Gives pretentious feedback that is difficult to decipher and find the meaning of. Cuts students off while their talking in discussion if she doesn't agree or if the student is wrong and doesn't explain. Doesn't give clear expectations for papers and grading and is always on her phone and not paying attention during presentations."", ""Amazing professor. She doesn't baby you and takes student's interests seriously (she even asks our input for the syllabus/classroom activities). Don't take her if you need essay prompts or hand holding but an awesome class if you are considering graduate school or just want some flexibility. Young, laid-back, cool clothes."", ""participate a lot, brought my first paper to her twice before handing it in and making sure everything was okay.. still gave me a B. not sure what it takes to do well in her class if I constantly ask for help on papers and do everything I can to perfect then and still just don't do well."", ""Mary Grace is smart and funny. The syllabus is non-traditional and heavier on politics and race than I expected. Her assignments can be confusing because they're open ended and she is always changing the syllabus. However she responds to emails quickly and is approachable and enthusiastic. She definitely cares about her students."", ""She's pretty chill."", ""Prof Albanese doesn't give much reading but she makes makes us talk a lot. Pretty laidback."", 'This is already my favorite class.', ""Prof Albanese is fine. Her lectures are boring and we were graded on two papers, one was only 2 pages and the other was 5-7, and attendance. You don't have to do any of the readings except for the ones you're writing your paper on. She's also an easy grader. The only reason I showed up to class was for the attendance points""]","['Participation matters', 'Gives good feedback', 'Hilarious', 'Graded by few things', 'Tough grader', 'Respected', 'Participation matters', 'GRADED BY FEW THINGS', 'Gives good feedback', 'ACCESSIBLE OUTSIDE CLASS', 'Hilarious', 'Tough Grader', 'Get ready to read', 'Participation matters', 'Gives good feedback', 'Participation matters', 'Hilarious', 'Tough Grader', 'Get ready to read', ""Skip class? You won't pass."", 'Gives good feedback', 'ACCESSIBLE OUTSIDE CLASS', 'Gives good feedback', 'Participation matters', ""Skip class? You won't pass."", 'Participation matters', 'Hilarious', 'GRADED BY FEW THINGS', 'Gives good feedback', 'Participation matters', 'Hilarious', 'GRADED BY FEW THINGS', 'LECTURE HEAVY']"
